 TIME                    	QHEAT_1                  	QCOOL_1                  	
  +7.7300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.7900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.8800000000000000E+02	  +1.6265371363340375E+04	  +0.0000000000000000E+00	
  +7.8900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +7.9900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.0900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.1900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.2900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.3900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.4900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.5900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.6900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.7900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.8900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +8.9900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.0900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.1900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.2900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.3900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.4900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.5900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.6900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.7900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.8900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9000000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9100000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9200000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9300000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9400000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9500000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9600000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9700000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9800000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +9.9900000000000000E+02	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0000000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0010000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0020000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0030000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0040000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0050000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0060000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0070000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0080000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0090000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0100000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0110000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0120000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0130000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0140000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0150000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0160000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0170000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0180000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0190000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0200000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0210000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0220000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0230000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0240000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0250000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0260000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0270000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0280000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0290000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0300000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0310000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0320000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0330000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0340000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0350000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0360000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0370000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0380000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0390000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0400000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0410000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0420000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0430000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0440000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0450000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0460000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0470000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0480000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0490000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0500000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0510000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0520000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0530000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0540000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0550000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0560000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0570000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0580000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0590000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0600000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0610000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0620000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0630000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0640000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0650000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0660000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0670000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0680000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0690000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0700000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0710000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0720000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0730000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0740000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0750000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0760000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0770000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0780000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0790000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0800000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0810000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0820000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0830000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0840000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0850000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0860000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0870000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0880000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0890000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0900000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0910000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0920000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0930000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0940000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0950000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
  +1.0960000000000000E+03	  +1.6336180000000000E+04	  +0.0000000000000000E+00	
